FIRST_NAME,LAST_NAME,EMAIL,GENDER,DOB_DD_MM_YYYY,USER_TYPE,ROLE,AGE,CLIENT_NAME,PROJECT_NAME,PROJECT_START_DATE,PROJECT_END_DATE,PROJECT_DURATION,PROJECT_CATEGORY,ALLOCATION_START,ALLOCATION_END,ALLOCATION_DURATION,WEEK_START,WEEK_END,ACTIVITY,COMMENTS,MON,TUE,WED,THUR,FRI,SAT,SUN,FLAG,TOTAL_WEEK_HOURS,HOURS_OVER_OR_UNDER,FEEDBACK_START_PERIOD,FEEDBACK_END_PERIOD,Q1,Q2,Q3,Q4,Q5,Q6,FEEDBACK_COMMENTS,ATTENDANCE_REGULARIZATION
Veronica,Lenihan,vlenihan7b@toplist.cz,Male,29-06-2001,User,software_developper,23,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,05-01-2024,16-02-2024,42,2023-10-11,2023-10-18,bau,Feeling accomplished after completing tasks,1,3,10,3,12,7,1,False,37.0,-3.0,,,,,,,,,,0
Hermina,Musker,hmuskermu@google.ca,Male,25-08-1977,User,tribe_master,47,Hermann LLC,Software_Developper,2023-11-24,2023-12-29,35,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-10-01,2023-10-08,1,5,2,1,5,1,Experiencing challenges in managing project conflicts and disputes effectively.,1
Prince,Nazaret,pnazaretj4@acquirethisname.com,Male,03-03-2001,User,intern,23,Langworth and Sons,Software_Developper,2024-02-05,2024-02-26,21,Mid Cap Project,17-08-2023,14-09-2023,28,2024-03-25,2024-04-01,bau,Experiencing delays due to external dependencies,7,4,4,11,1,1,9,False,37.0,-3.0,,,,,,,,,,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,09-10-1980,User,consultant,44,Schmidt-McKenzie,Software_Developper,2023-08-31,2023-09-14,14,Small Cap Project,22-02-2024,28-03-2024,35,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Francisca,Piburn,fpiburn4e@scribd.com,Male,09-08-2000,User,consultant,24,Romaguera Group,Software_Developper,2023-07-03,2023-07-17,14,Small Cap Project,21-04-2023,26-05-2023,35,2023-09-13,2023-09-20,sales_activity,Need to update project documentation,3,8,10,5,7,4,2,False,39.0,-1.0,,,,,,,,,,0
Sam,Pfeuffer,spfeufferad@twitpic.com,Male,18-03-1986,User,software_developper,38,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,13-07-2023,10-08-2023,28,2023-10-11,2023-10-18,bau,Feeling accomplished after completing tasks,1,3,10,3,12,7,1,False,37.0,-3.0,2023-08-21,2023-08-28,4,4,4,4,3,5,Concerns about the project's ability to deliver value to stakeholders.,0
Cloe,Spinley,cspinleyi@ebay.com,Female,01-04-1982,User,software_developper,42,Koepp Inc,Consulting,2023-05-03,2023-06-07,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-05-10,2023-05-17,client_project,Enjoying working on current tasks,11,5,10,8,1,5,10,False,50.0,10.0,2023-06-07,2023-06-14,4,1,4,4,3,3,Concerns about the project's alignment with organizational goals.,0
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Paucek-Rutherford,Consulting,2023-04-14,2023-04-28,14,Small Cap Project,22-08-2023,12-09-2023,21,2023-07-04,2023-07-11,sales_activity,Feeling confident about progress made,10,1,8,5,3,4,3,False,34.0,-6.0,2023-04-29,2023-05-06,2,1,4,4,2,5,Seeking guidance on managing project schedules and deadlines effectively.,1
Malynda,Wheowall,mwheowallep@boston.com,Female,31-10-1980,User,consultant,44,Wiza LLC,Consulting,2023-10-07,2023-10-21,14,Small Cap Project,24-09-2023,15-10-2023,21,2023-09-28,2023-10-05,bau,Completed the task successfully,3,9,4,2,7,9,2,False,36.0,-4.0,2024-02-19,2024-02-26,5,2,3,3,1,2,Feeling stressed due to lack of work-life balance.,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,13-11-1999,User,consultant,25,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,12-08-2023,02-09-2023,21,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Chiarra,Avrashin,cavrashin2p@fda.gov,Female,26-08-1980,User,software_developper,44,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,13-07-2023,17-08-2023,35,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Brooks,Kuhnke,bkuhnke4v@linkedin.com,Female,24-05-1988,User,consultant,36,Ondricka and Sons,Software_Developper,2023-06-29,2023-07-27,28,Mid Cap Project,06-12-2023,27-12-2023,21,2024-01-26,2024-02-02,bau,Not feeling good about the progress,6,10,9,8,2,8,7,True,50.0,10.0,2023-06-17,2023-06-24,1,3,3,3,4,3,Concerns about the project's adherence to quality standards and best practices.,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,09-10-1980,User,consultant,44,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,22-02-2024,28-03-2024,35,2023-08-25,2023-09-01,bau,Feeling overwhelmed by workload,10,11,12,7,3,2,5,False,50.0,10.0,,,,,,,,,,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,13-11-1999,User,consultant,25,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,22-02-2024,28-03-2024,35,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,06-03-1984,User,consultant,40,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,26-06-2023,17-07-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-12-30,2024-01-06,4,5,4,3,3,3,Experiencing difficulties in delegating tasks effectively.,1
Veronica,Lenihan,vlenihan7b@toplist.cz,Male,29-06-2001,User,software_developper,23,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,05-01-2024,16-02-2024,42,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Sam,Pfeuffer,spfeufferad@twitpic.com,Male,18-03-1986,User,software_developper,38,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,13-07-2023,10-08-2023,28,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,2023-04-18,2023-04-25,3,5,3,4,1,4,Concerns about the project's alignment with organizational priorities.,1
Lorry,Grimsdell,lgrimsdellkk@devhub.com,Male,21-09-1991,User,consultant,33,"Wisozk, Shanahan and Schimmel",Consulting,2023-09-13,2023-10-18,35,Mid Cap Project,12-01-2024,16-02-2024,35,2023-04-15,2023-04-22,client_project,Task requirements aligned with user needs,5,4,10,3,5,3,4,True,34.0,-6.0,,,,,,,,,,1
Patsy,Gobolos,pgobolos6o@elpais.com,Female,06-12-1988,User,software_developper,36,Wilderman and Sons,Consulting,2023-06-12,2023-06-26,14,Small Cap Project,01-04-2024,15-04-2024,14,2024-02-28,2024-03-06,sales_activity,Feeling frustrated with the workload,5,1,7,10,11,11,8,True,53.0,13.0,2024-03-25,2024-04-01,5,2,2,3,2,2,Suggestions for improving team recognition programs.,0
Riccardo,Cundict,rcundicte0@gizmodo.com,Male,10-12-1986,User,consultant,38,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,23-09-2023,14-10-2023,21,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Dewie,Amaya,damaya1q@indiatimes.com,Male,07-07-1976,User,consultant,48,Koss-Orn,Software_Developper,2023-07-26,2023-08-23,28,Mid Cap Project,14-08-2023,28-08-2023,14,2023-09-12,2023-09-19,sales_activity,Task completion delayed due to unforeseen circumstances,10,3,2,2,1,9,6,True,33.0,-7.0,2023-05-20,2023-05-27,3,1,1,5,4,4,Seeking guidance on managing project schedules and deadlines.,1
Adorne,Bartkowiak,abartkowiakbp@timesonline.co.uk,Female,15-01-2002,User,software_developper,22,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,28-08-2023,09-10-2023,42,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,2023-11-08,2023-11-15,5,2,3,1,3,1,Seeking guidance on managing project budgets and resource allocations.,1
Pammi,Asals,pasalscz@wordpress.com,Female,14-11-1995,User,software_developper,29,Cummings Inc,Consulting,2024-03-18,2024-04-22,35,Mid Cap Project,18-09-2023,09-10-2023,21,2023-08-27,2023-09-03,bau,Need to enhance cross-functional collaboration,11,7,8,1,1,4,2,True,34.0,-6.0,2023-11-04,2023-11-11,2,2,5,1,5,3,Struggling to maintain motivation during long-term projects.,1
Janene,McEllen,jmcellenr3@php.net,Male,17-05-1999,User,software_developper,25,Bogisich Group,Consulting,2023-12-01,2023-12-29,28,Mid Cap Project,09-12-2023,13-01-2024,35,2023-07-12,2023-07-19,client_project,Need to establish clearer project timelines,6,10,12,5,5,1,4,False,43.0,3.0,2024-03-19,2024-03-26,1,1,1,4,1,1,Concerns about the team's ability to adapt to change.,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,06-03-1984,User,consultant,40,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,26-06-2023,17-07-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-09-19,2023-09-26,1,1,4,2,4,1,Seeking advice on handling difficult conversations.,1
Cirilo,Blaw,cblaw3a@google.fr,Female,26-01-1984,User,consultant,40,Nolan-Muller,Consulting,2023-09-11,2023-10-23,42,Mid Cap Project,09-04-2023,14-05-2023,35,2024-03-09,2024-03-16,client_project,Need to improve conflict resolution skills,3,3,1,1,10,6,5,False,29.0,-11.0,2023-06-15,2023-06-22,5,3,1,3,4,2,Need support in addressing team members' performance issues.,1
Augy,Aldersley,aaldersleyqx@goo.gl,Female,11-02-1991,User,intern,33,Ondricka and Sons,Software_Developper,2023-06-29,2023-07-27,28,Mid Cap Project,20-05-2023,03-06-2023,14,2023-06-16,2023-06-23,client_project,Feeling grateful for team collaboration,8,2,8,3,10,7,9,False,47.0,7.0,2023-10-17,2023-10-24,4,5,1,1,1,1,Concerns about the project's impact on organizational resources and priorities.,0
Hermina,Musker,hmuskermu@google.ca,Male,25-08-1977,User,tribe_master,47,Hermann LLC,Software_Developper,2023-11-24,2023-12-29,35,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-08-09,2023-08-16,5,4,4,5,3,4,Struggling to balance multiple projects simultaneously.,1
Darb,Kloisner,dkloisnermg@liveinternet.ru,Female,25-04-1984,User,consultant,40,"Walker, Williamson and Reilly",Software_Developper,2023-04-22,2023-05-06,14,Small Cap Project,17-12-2023,14-01-2024,28,2024-03-29,2024-04-05,client_project,Need to prioritize tasks more effectively,10,10,12,4,7,11,1,False,55.0,15.0,2023-08-12,2023-08-19,4,3,3,1,3,4,Feeling overwhelmed by the project's workload and demands.,0
Anatollo,Le-Good,alegoodde@about.me,Female,12-11-1983,User,software_developper,41,Harber-Feeney,Software_Developper,2023-04-24,2023-05-08,14,Small Cap Project,09-10-2023,23-10-2023,14,2023-08-05,2023-08-12,sales_activity,Struggling to prioritize tasks effectively,11,3,8,9,2,1,1,False,35.0,-5.0,2023-10-29,2023-11-05,4,3,1,1,5,5,Feeling unrecognized for my contributions.,0
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Male,21-03-1991,User,intern,33,Lubowitz Inc,Consulting,2023-07-23,2023-08-20,28,Mid Cap Project,09-10-2023,06-11-2023,28,2023-11-14,2023-11-21,client_project,Experiencing technical issues with software tools,1,3,8,11,5,3,11,False,42.0,2.0,2023-10-19,2023-10-26,3,1,4,4,1,2,Need support in improving my technical skills.,0
Cloe,Spinley,cspinleyi@ebay.com,Female,01-04-1982,User,software_developper,42,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-06-07,2023-06-14,4,1,4,4,3,3,Concerns about the project's alignment with organizational goals.,1
Prince,Nazaret,pnazaretj4@acquirethisname.com,Male,01-08-1984,User,intern,40,Langworth and Sons,Software_Developper,2024-02-05,2024-02-26,21,Mid Cap Project,17-08-2023,14-09-2023,28,2024-03-09,2024-03-16,client_project,Need to improve conflict resolution skills,3,3,1,1,10,6,5,False,29.0,-11.0,,,,,,,,,,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,27-09-1999,User,consultant,25,Harber-Wintheiser,Software_Developper,2023-08-11,2023-08-25,14,Small Cap Project,22-02-2024,28-03-2024,35,2023-08-11,2023-08-18,client_project,Feeling satisfied with progress made,6,4,11,11,2,9,4,False,47.0,7.0,,,,,,,,,,0
Augy,Aldersley,aaldersleyqx@goo.gl,Male,28-12-1981,User,intern,43,Hartmann-Barrows,Intern,2023-04-15,2023-05-06,21,Mid Cap Project,20-05-2023,03-06-2023,14,2024-01-26,2024-02-02,bau,Not feeling good about the progress,6,10,9,8,2,8,7,True,50.0,10.0,2023-10-17,2023-10-24,4,5,1,1,1,1,Concerns about the project's impact on organizational resources and priorities.,0
Cloe,Spinley,cspinleyi@ebay.com,Male,18-12-1992,User,software_developper,32,West LLC,Consulting,2023-07-07,2023-08-04,28,Mid Cap Project,11-08-2023,01-09-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-09-14,2023-09-21,3,5,5,1,5,2,Feeling stressed due to the project's impact on team dynamics and morale.,1
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,Langosh Group,Software_Developper,2024-04-14,2024-05-05,21,Mid Cap Project,15-10-2023,12-11-2023,28,2024-01-19,2024-01-26,bau,Need to seek advice from mentors,3,1,1,1,12,8,5,False,31.0,-9.0,2024-01-03,2024-01-10,3,2,3,4,5,2,Need assistance in managing stakeholder expectations.,1
Ferne,Rosen,frosendt@ehow.com,Male,17-10-1975,User,consultant,49,"Koch, Cronin and O'Hara",Software_Developper,2023-12-04,2024-01-15,42,Mid Cap Project,11-03-2024,01-04-2024,21,,,,,,,,,,,,,,,2023-11-02,2023-11-09,5,2,2,2,3,3,Concerns about the team's knowledge sharing practices.,0
Francisca,Piburn,fpiburn4e@scribd.com,Male,10-07-1975,User,consultant,49,Anderson-Gusikowski,Software_Developper,2023-11-23,2023-12-21,28,Mid Cap Project,21-10-2023,25-11-2023,35,2023-05-08,2023-05-15,bau,Feeling frustrated with the workload,3,1,9,4,2,6,7,True,32.0,-8.0,,,,,,,,,,1
Hermina,Musker,hmuskermu@google.ca,Male,08-06-1992,User,tribe_master,32,"Heaney, Wyman and Gorczany",Software_Developper,2023-09-16,2023-10-28,42,Mid Cap Project,14-03-2024,25-04-2024,42,2023-10-29,2023-11-05,bau,Enjoying working on current tasks,1,11,3,5,10,1,3,True,34.0,-6.0,2023-10-01,2023-10-08,1,5,2,1,5,1,Experiencing challenges in managing project conflicts and disputes effectively.,1
Doug,Christiensen,dchristiensene8@networkadvertising.org,Male,28-10-1983,User,consultant,41,Jast and Sons,Software_Developper,2024-01-29,2024-02-12,14,Small Cap Project,17-01-2024,31-01-2024,14,2023-10-30,2023-11-06,client_project,Facing challenges with client expectations,8,3,6,7,2,5,9,True,40.0,0.0,2023-09-19,2023-09-26,2,3,5,3,1,3,Need assistance in improving team communication channels.,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,10-10-1984,User,consultant,40,"Wiegand, Ullrich and Cremin",Consulting,2024-01-06,2024-02-17,42,Mid Cap Project,27-05-2023,01-07-2023,35,2023-09-06,2023-09-13,client_project,Facing pressure to deliver results under tight deadlines,1,5,3,9,10,5,9,True,42.0,2.0,2023-12-30,2024-01-06,4,5,4,3,3,3,Experiencing difficulties in delegating tasks effectively.,0
Mose,Ganforthe,mganfortheqk@gov.uk,Male,06-02-1990,User,intern,34,Kohler Inc,Software_Developper,2023-04-23,2023-05-14,21,Mid Cap Project,02-12-2023,30-12-2023,28,2023-09-26,2023-10-03,client_project,Need more resources to complete tasks,10,4,8,3,1,4,3,False,33.0,-7.0,,,,,,,,,,1
Berti,Heinig,bheinig27@rediff.com,Male,13-09-1993,User,software_developper,31,Hettinger-Littel,Software_Developper,2024-04-20,2024-05-11,21,Mid Cap Project,18-02-2024,10-03-2024,21,2023-12-24,2023-12-31,client_project,Feeling challenged by ambitious project goals,8,9,6,2,9,3,8,False,45.0,5.0,2023-10-08,2023-10-15,1,1,5,4,5,1,Feeling overwhelmed by competing priorities.,0
Nat,Highman,nhighmanbt@pcworld.com,Female,12-11-1980,User,tribe_master,44,Daugherty-Connelly,Software_Developper,2024-03-27,2024-05-08,42,Mid Cap Project,01-08-2023,15-08-2023,14,2023-05-11,2023-05-18,client_project,Need to address project dependencies,12,1,8,7,10,1,2,False,41.0,1.0,2024-03-27,2024-04-03,1,2,3,2,4,2,Struggling with maintaining project momentum during changes.,0
Hashim,Skains,hskainsbl@infoseek.co.jp,Female,10-12-1987,User,intern,37,Powlowski and Sons,Software_Developper,2024-01-30,2024-02-13,14,Small Cap Project,22-12-2023,02-02-2024,42,2023-12-23,2023-12-30,bau,Need to improve time estimation skills,7,3,4,8,3,7,4,True,36.0,-4.0,2024-02-17,2024-02-24,3,5,3,4,2,5,Struggling with unclear project objectives.,0
Sam,Pfeuffer,spfeufferad@twitpic.com,Male,18-03-1986,User,software_developper,38,"Kshlerin, Leffler and Hansen",Software_Developper,2023-06-08,2023-07-13,35,Mid Cap Project,13-07-2023,10-08-2023,28,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,2023-05-17,2023-05-24,2,3,5,3,2,3,Seeking advice on managing project constraints and limitations.,1
Sam,Pfeuffer,spfeufferad@twitpic.com,Male,18-03-1986,User,software_developper,38,Reynolds LLC,Software_Developper,2023-08-17,2023-08-31,14,Small Cap Project,13-07-2023,10-08-2023,28,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,2023-05-17,2023-05-24,2,3,5,3,2,3,Seeking advice on managing project constraints and limitations.,1
Cloe,Spinley,cspinleyi@ebay.com,Male,18-12-1992,User,software_developper,32,Koepp Inc,Consulting,2023-05-03,2023-06-07,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-08-17,2023-08-24,bau,Feeling grateful for team collaboration,7,8,7,2,3,3,5,True,35.0,-5.0,2023-06-07,2023-06-14,4,1,4,4,3,3,Concerns about the project's alignment with organizational goals.,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,27-09-1999,User,consultant,25,Schmidt-McKenzie,Software_Developper,2023-08-31,2023-09-14,14,Small Cap Project,12-08-2023,02-09-2023,21,2023-08-11,2023-08-18,client_project,Feeling satisfied with progress made,6,4,11,11,2,9,4,False,47.0,7.0,,,,,,,,,,0
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,"Mayer, Marquardt and Heathcote",Software_Developper,2024-02-08,2024-02-29,21,Mid Cap Project,15-10-2023,12-11-2023,28,2024-01-19,2024-01-26,bau,Need to seek advice from mentors,3,1,1,1,12,8,5,False,31.0,-9.0,2023-07-03,2023-07-10,5,5,3,4,3,1,Need assistance in managing stakeholder expectations effectively.,1
Dede,Spaven,dspavenai@linkedin.com,Female,30-05-1986,User,consultant,38,"Towne, Bins and Harber",Consulting,2024-02-19,2024-03-25,35,Mid Cap Project,23-01-2024,27-02-2024,35,2023-06-19,2023-06-26,bau,Facing difficulties accessing necessary resources,10,2,5,5,11,7,3,False,43.0,3.0,2023-09-02,2023-09-09,5,4,5,2,5,2,Seeking guidance on managing project schedules and deadlines effectively.,0
Thom,Petriello,tpetriellobx@mtv.com,Male,10-01-1985,User,intern,39,Quitzon-Ernser,Consulting,2023-09-16,2023-10-07,21,Mid Cap Project,20-06-2023,01-08-2023,42,2023-12-28,2024-01-04,bau,Need to address project dependencies,11,2,4,6,5,3,1,True,32.0,-8.0,2024-04-05,2024-04-12,2,1,5,3,5,2,Concerns about the project's communication and collaboration practices.,1
Dal,MacAleese,dmacaleeserm@cyberchimps.com,Male,03-09-1978,User,intern,46,"Wyman, Langosh and Wiegand",Software_Developper,2023-08-11,2023-09-15,35,Mid Cap Project,09-10-2023,06-11-2023,28,2024-01-11,2024-01-18,sales_activity,Task requirements changed without notice,7,2,8,3,12,6,6,False,44.0,4.0,2023-10-19,2023-10-26,3,1,4,4,1,2,Need support in improving my technical skills.,0
Darrell,Brandham,dbrandhamr9@newsvine.com,Male,02-05-1991,User,software_developper,33,Pouros LLC,Consulting,2024-01-30,2024-02-27,28,Mid Cap Project,12-03-2024,16-04-2024,35,2023-11-16,2023-11-23,client_project,Feeling valued and appreciated by team,9,12,6,1,6,9,11,False,54.0,14.0,2024-03-25,2024-04-01,3,2,3,5,1,3,Experiencing difficulties in managing project resources.,0
Marilee,Bogue,mbogueqe@discuz.net,Female,26-03-1978,User,software_developper,46,"Kovacek, Kilback and Macejkovic",Software_Developper,2024-03-05,2024-04-16,42,Mid Cap Project,21-10-2023,11-11-2023,21,2023-12-18,2023-12-25,sales_activity,Feeling confident about progress made,1,1,3,4,2,1,5,False,17.0,-23.0,2024-02-28,2024-03-06,2,1,3,1,3,1,Concerns about the team's alignment with project objectives.,1
Veronica,Lenihan,vlenihan7b@toplist.cz,Male,07-05-1975,User,software_developper,49,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,05-01-2024,16-02-2024,42,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Tad,Dyble,tdyble49@barnesandnoble.com,Female,21-07-1987,User,intern,37,"Krajcik, Rosenbaum and Barrows",Software_Developper,2023-09-10,2023-10-15,35,Mid Cap Project,05-12-2023,09-01-2024,35,2023-08-09,2023-08-16,bau,Need to delegate tasks more effectively,9,3,1,4,1,6,8,False,32.0,-8.0,,,,,,,,,,1
Cloe,Spinley,cspinleyi@ebay.com,Male,18-12-1992,User,software_developper,32,Koepp Inc,Consulting,2023-05-03,2023-06-07,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-05-10,2023-05-17,client_project,Enjoying working on current tasks,11,5,10,8,1,5,10,False,50.0,10.0,2023-09-14,2023-09-21,3,5,5,1,5,2,Feeling stressed due to the project's impact on team dynamics and morale.,0
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,17-03-1987,User,software_developper,37,Langworth and Sons,Software_Developper,2024-02-05,2024-02-26,21,Mid Cap Project,22-02-2024,07-03-2024,14,2024-03-14,2024-03-21,client_project,Need better communication from project stakeholders,7,5,2,4,1,6,9,False,34.0,-6.0,,,,,,,,,,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,27-09-1999,User,consultant,25,Harber-Wintheiser,Software_Developper,2023-08-11,2023-08-25,14,Small Cap Project,22-02-2024,28-03-2024,35,2023-08-11,2023-08-18,client_project,Feeling satisfied with progress made,6,4,11,11,2,9,4,False,47.0,7.0,,,,,,,,,,0
Cloe,Spinley,cspinleyi@ebay.com,Female,01-04-1982,User,software_developper,42,"Deckow, Block and Schultz",Software_Developper,2023-12-24,2024-01-07,14,Small Cap Project,11-12-2023,25-12-2023,14,2023-08-26,2023-09-02,bau,Experiencing burnout from long hours,5,7,11,3,11,10,12,True,59.0,19.0,2023-09-14,2023-09-21,3,5,5,1,5,2,Feeling stressed due to the project's impact on team dynamics and morale.,0
Nowell,Carrane,ncarrane7l@twitter.com,Female,27-05-1983,User,software_developper,41,Thompson and Sons,Software_Developper,2023-07-29,2023-09-09,42,Mid Cap Project,01-06-2023,13-07-2023,42,2024-01-20,2024-01-27,bau,Can't able to do within the time period,8,3,5,10,9,12,6,True,53.0,13.0,2023-11-22,2023-11-29,2,2,5,4,3,5,Need support in fostering a culture of innovation within the team.,0
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Hettinger-Littel,Software_Developper,2024-04-20,2024-05-11,21,Mid Cap Project,22-08-2023,12-09-2023,21,2023-07-04,2023-07-11,sales_activity,Feeling confident about progress made,10,1,8,5,3,4,3,False,34.0,-6.0,2023-04-29,2023-05-06,2,1,4,4,2,5,Seeking guidance on managing project schedules and deadlines effectively.,1
Veronica,Lenihan,vlenihan7b@toplist.cz,Male,07-05-1975,User,software_developper,49,Yundt-MacGyver,Software_Developper,2024-03-08,2024-03-29,21,Mid Cap Project,05-01-2024,16-02-2024,42,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,,,,,,,,,,1
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,17-03-1987,User,software_developper,37,Doyle-Dietrich,Software_Developper,2023-06-26,2023-07-10,14,Small Cap Project,22-02-2024,07-03-2024,14,2023-09-16,2023-09-23,bau,Need better communication from project stakeholders,10,7,12,10,4,4,10,False,57.0,17.0,,,,,,,,,,0
Maximilian,Askew,maskewo3@shutterfly.com,Female,24-02-1994,User,software_developper,30,Murphy and Sons,Software_Developper,2024-03-15,2024-04-26,42,Mid Cap Project,19-05-2023,09-06-2023,21,2023-04-26,2023-05-03,bau,Facing distractions while working,8,8,7,1,3,8,7,True,42.0,2.0,2023-09-16,2023-09-23,1,3,3,1,3,2,Struggling with maintaining project team motivation and morale.,0
Cathryn,Rottgers,crottgersfd@netlog.com,Female,02-01-1982,User,software_developper,42,"Considine, Lebsack and Heaney",Software_Developper,2024-03-29,2024-05-03,35,Mid Cap Project,03-05-2023,07-06-2023,35,2023-08-14,2023-08-21,bau,Feeling motivated by project milestones,3,5,6,8,10,1,7,True,40.0,0.0,2024-02-10,2024-02-17,1,5,5,4,1,1,Struggling with maintaining team motivation during tough times.,0
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,14-10-1979,User,software_developper,45,Doyle-Dietrich,Software_Developper,2023-06-26,2023-07-10,14,Small Cap Project,22-02-2024,07-03-2024,14,2024-03-14,2024-03-21,client_project,Need better communication from project stakeholders,7,5,2,4,1,6,9,False,34.0,-6.0,,,,,,,,,,1
Cass,Hulkes,chulkesdx@fema.gov,Male,19-03-1990,User,software_developper,34,"Herzog, Farrell and Murray",Software_Developper,2023-11-02,2023-11-30,28,Mid Cap Project,06-04-2024,20-04-2024,14,2023-11-16,2023-11-23,client_project,Feeling valued and appreciated by team,9,12,6,1,6,9,11,False,54.0,14.0,2023-09-14,2023-09-21,1,5,5,5,1,4,Feeling frustrated with the project's lack of progress and clarit,0
Owen,Paur,opaurpt@jugem.jp,Female,14-04-1986,User,consultant,38,Herman and Sons,Intern,2023-04-10,2023-05-15,35,Mid Cap Project,05-05-2023,19-05-2023,14,2023-09-12,2023-09-19,sales_activity,Task completion delayed due to unforeseen circumstances,10,3,2,2,1,9,6,True,33.0,-7.0,,,,,,,,,,1
